Time,Value
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.08
"
,"0.14
"
,"0.13
"
,"0.16
"
,"0.25
"
,"0.05
"
,"0.35
"
,"0.41
"
,"0.08
"
,"0.46
"
,"0.35
"
,"0.50
"
,"0.36
"
,"0.15
"
,"0.00
"
,"0.27
"
,"0.11
"
,"0.02
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.05
"
,"0.08
"
,"0.15
"
,"0.16
"
,"0.21
"
,"0.32
"
,"0.35
"
18,"0.44
"
,"0.20
"
,"0.13
"
,"0.00
"
,"0.45
"
,"0.11
"
,"0.21
"
,"0.17
"
,"0.07
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.05
"
,"0.08
"
,"0.12
"
,"0.17
"
,"0.21
"
,"0.18
"
,"0.09
"
,"0.03
"
,"0.21
"
,"0.39
"
,"0.28
"
,"0.32
"
,"0.22
"
,"0.24
"
,"0.10
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.01
"
,"0.04
"
,"0.05
"
,"0.05
"
,"0.11
"
,"0.13
"
,"0.13
"
,"0.15
"
,"0.17
"
,"0.14
"
,"0.14
"
,"0.17
"
,"0.11
"
,"0.10
"
,"0.03
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
19,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
20,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.03
"
,"0.05
"
,"0.07
"
,"0.12
"
,"0.17
"
,"0.19
"
,"0.00
"
,"0.17
"
,"0.20
"
,"0.15
"
,"0.14
"
,"0.11
"
,"0.05
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
21,"0.01
"
,"0.02
"
,"0.03
"
,"0.03
"
,"0.01
"
,"0.00
"
,"0.02
"
,"0.01
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.02
"
,"0.04
"
,"0.06
"
,"0.09
"
,"0.08
"
,"0.11
"
,"0.11
"
,"0.09
"
,"0.11
"
,"0.08
"
,"0.05
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.02
"
,"0.07
"
,"0.10
"
,"0.14
"
,"0.17
"
,"0.22
"
,"0.25
"
,"0.30
"
,"0.26
"
,"0.31
"
,"0.31
"
,"0.22
"
,"0.22
"
,"0.08
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
22,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.03
"
,"0.04
"
,"0.09
"
,"0.09
"
,"0.16
"
,"0.16
"
,"0.21
"
,"0.30
"
,"0.32
"
,"0.35
"
,"0.38
"
,"0.17
"
,"0.34
"
,"0.32
"
,"0.22
"
,"0.12
"
,"0.03
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.02
"
,"0.03
"
,"0.03
"
,"0.19
"
,"0.23
"
,"0.29
"
,"0.28
"
,"0.46
"
,"0.03
"
,"0.30
"
,"0.39
"
,"0.07
"
,"0.09
"
,"0.03
"
,"0.07
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.06
"
,"0.13
"
,"0.17
"
,"0.24
"
,"0.15
"
,"0.00
"
,"0.42
"
,"0.08
"
,"0.00
"
,"0.04
"
,"0.52
"
,"0.34
"
,"0.23
"
,"0.17
"
,"0.03
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.07
"
,"0.12
"
23,"0.18
"
,"0.27
"
,"0.25
"
,"0.30
"
,"0.09
"
,"0.40
"
,"0.24
"
,"0.40
"
,"0.27
"
,"0.41
"
,"0.25
"
,"0.14
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.04
"
,"0.12
"
,"0.15
"
,"0.29
"
,"0.36
"
,"0.22
"
,"0.49
"
,"0.54
"
,"0.60
"
,"0.56
"
,"0.53
"
,"0.34
"
,"0.05
"
,"0.04
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.03
"
,"0.08
"
,"0.16
"
,"0.19
"
,"0.02
"
,"0.33
"
,"0.04
"
,"0.15
"
,"0.53
"
,"0.50
"
,"0.41
"
,"0.35
"
,"0.22
"
,"0.08
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.08
"
,"0.12
"
,"0.13
"
,"0.26
"
,"0.27
"
,"0.39
"
,"0.49
"
,"0.31
"
,"0.53
"
,"0.08
"
,"0.01
"
,"0.06
"
,"0.31
"
,"0.18
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
24,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.05
"
,"0.08
"
,"0.14
"
,"0.20
"
,"0.30
"
,"0.35
"
,"0.16
"
,"0.40
"
,"0.41
"
,"0.56
"
,"0.53
"
,"0.42
"
,"0.00
"
,"0.26
"
,"0.18
"
,"0.04
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.07
"
,"0.09
"
,"0.15
"
,"0.19
"
,"0.30
"
,"0.36
"
,"0.42
"
,"0.27
"
,"0.00
"
,"0.46
"
,"0.00
"
,"0.52
"
,"0.14
"
,"0.17
"
,"0.18
"
,"0.08
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.01
"
,"0.13
"
,"0.14
"
,"0.15
"
,"0.14
"
,"0.13
"
,"0.11
"
,"0.13
"
,"0.17
"
,"0.17
"
,"0.19
"
,"0.23
"
,"0.29
"
,"0.27
"
,"0.34
"
,"0.00
"
,"0.32
"
,"0.20
"
,"0.16
"
,"0.06
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
25,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.07
"
,"0.07
"
,"0.07
"
,"0.04
"
,"0.08
"
,"0.09
"
,"0.14
"
,"0.19
"
,"0.22
"
,"0.30
"
,"0.36
"
,"0.40
"
,"0.28
"
,"0.43
"
,"0.02
"
,"0.30
"
,"0.28
"
,"0.05
"
,"0.07
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.13
"
,"0.11
"
,"0.07
"
,"0.07
"
,"0.07
"
,"0.06
"
,"0.11
"
,"0.12
"
,"0.13
"
,"0.24
"
,"0.14
"
,"0.03
"
,"0.53
"
,"0.57
"
,"0.59
"
,"0.52
"
,"0.36
"
,"0.26
"
,"0.18
"
,"0.08
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.02
"
,"0.06
"
,"0.07
"
,"0.07
"
,"0.10
"
,"0.11
"
,"0.16
"
,"0.16
"
,"0.26
"
,"0.27
"
,"0.27
"
,"0.12
"
,"0.46
"
,"0.42
"
,"0.43
"
,"0.42
"
,"0.05
"
,"0.17
"
,"0.08
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
26,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.10
"
,"0.09
"
,"0.07
"
,"0.11
"
,"0.10
"
,"0.15
"
,"0.18
"
,"0.18
"
,"0.28
"
,"0.15
"
,"0.33
"
,"0.44
"
,"0.07
"
,"0.50
"
,"0.31
"
,"0.26
"
,"0.13
"
,"0.24
"
,"0.17
"
,"0.04
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.07
"
,"0.04
"
,"0.04
"
,"0.05
"
,"0.03
"
,"0.07
"
,"0.08
"
,"0.14
"
,"0.20
"
,"0.01
"
,"0.30
"
,"0.22
"
,"0.31
"
,"0.42
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.02
"
,"0.22
"
,"0.07
"
,"0.04
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.02
"
,"0.09
"
,"0.09
"
,"0.01
"
,"0.00
"
,"0.00
"
,"0.01
"
,"0.03
"
,"0.07
"
,"0.16
"
,"0.29
"
,"0.43
"
,"0.00
"
,"0.10
"
,"0.04
"
,"0.01
"
27,"0.41
"
,"0.02
"
,"0.00
"
,"0.06
"
,"0.07
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.11
"
,"0.09
"
,"0.05
"
,"0.07
"
,"0.10
"
,"0.14
"
,"0.18
"
,"0.24
"
,"0.12
"
,"0.00
"
,"0.50
"
,"0.54
"
,"0.45
"
,"0.47
"
,"0.11
"
,"0.03
"
,"0.09
"
,"0.21
"
,"0.09
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.03
"
,"0.09
"
,"0.11
"
,"0.18
"
,"0.19
"
,"0.02
"
,"0.12
"
,"0.04
"
,"0.43
"
,"0.50
"
,"0.38
"
,"0.47
"
,"0.43
"
,"0.25
"
,"0.19
"
,"0.05
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.03
"
,"0.06
"
,"0.06
"
,"0.11
"
,"0.16
"
,"0.21
"
,"0.01
"
,"0.00
"
,"0.35
"
,"0.00
"
,"0.34
"
,"0.48
"
28,"0.31
"
,"0.41
"
,"0.25
"
,"0.19
"
,"0.05
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.01
"
,"0.03
"
,"0.06
"
,"0.10
"
,"0.15
"
,"0.22
"
,"0.09
"
,"0.31
"
,"0.31
"
,"0.41
"
,"0.00
"
,"0.36
"
,"0.23
"
,"0.00
"
,"0.30
"
,"0.26
"
,"0.10
"
,"0.14
"
,"0.05
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.01
"
,"0.04
"
,"0.07
"
,"0.11
"
,"0.16
"
,"0.22
"
,"0.12
"
,"0.02
"
,"0.28
"
,"0.36
"
,"0.26
"
,"0.57
"
,"0.57
"
,"0.25
"
,"0.00
"
,"0.23
"
,"0.16
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.03
"
,"0.10
"
,"0.14
"
,"0.19
"
,"0.24
"
,"0.24
"
,"0.36
"
,"0.39
"
,"0.32
"
,"0.00
"
,"0.32
"
29,"0.41
"
,"0.33
"
,"0.16
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.05
"
,"0.13
"
,"0.19
"
,"0.27
"
,"0.25
"
,"0.29
"
,"0.41
"
,"0.43
"
,"0.02
"
,"0.31
"
,"0.07
"
,"0.16
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.05
"
,"0.08
"
,"0.16
"
,"0.06
"
,"0.32
"
,"0.39
"
,"0.34
"
,"0.31
"
,"0.00
"
,"0.07
"
,"0.34
"
,"0.24
"
,"0.04
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.04
"
,"0.06
"
,"0.10
"
,"0.12
"
,"0.11
"
,"0.16
"
,"0.16
"
,"0.14
"
,"0.17
"
,"0.18
"
,"0.18
"
,"0.19
"
,"0.16
"
,"0.09
"
,"0.10
"
,"0.10
"
,"0.05
"
,"0.03
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
,"0.00
"
30,"0.00
"
