Name,Time,Value
,,0
Isaiah,2013-07-23 11-58-52.964,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,13
,,14
,,8
,,18
,,1
,,0
,,7
,,5
,,7
,,12
,,9
,,4
,,17
,,17
,,4
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,14
,,15
,,18
,,4
,,13
,,9
,,2
,,11
,,12
,,33
,,7
,,28
,,18
,,20
,,22
,,19
,,14
,,21
,,7
,,4
,,5
,,8
,,3
,,15
,,12
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,7
,,12
,,17
,,6
,,9
,,9
,,3
,,20
,,23
,,24
,,0
,,0
,,0
,,0
,,19
,,17
,,4
,,16
,,11
,,1
,,1
,,0
,,1
,,0
,,1
,,20
,,27
,,25
,,26
,,13
,,19
,,1
,,0
,,0
,,0
,,0
Isaiah,2013-07-23 12-03-22.595,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
Isaiah,2013-07-23 12-04-33.352,
,,0
,,0
,,0
,,6
,,0
,,1
,,5
,,13
,,5
,,13
,,13
,,1
,,7
,,14
,,19
,,10
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,10
,,0
,,8
,,12
,,3
,,21
,,12
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
Isaiah,2013-07-23 12-05-39.874,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,3
,,10
Isaiah,2013-07-23 12-07-18.993,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,52
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,15
,,0
,,3
,,0
,,0
,,46
,,3
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,8
,,12
,,31
,,55
,,0
,,32
,,1
,,31
,,0
,,31
,,0
,,40
,,12
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,3
,,7
,,0
,,0
,,0
,,0
,,0
,,31
,,0
,,0
,,0
,,0
,,0
,,0
,,32
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,28
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,15
,,3
,,24
,,0
,,0
,,7
,,0
,,0
,,0
,,0
,,0
,,0
,,20
,,20
,,0
,,1
,,0
,,0
,,20
,,20
,,0
,,7
,,0
,,3
,,17
,,0
,,0
,,0
,,15
,,0
,,7
,,0
,,0
,,16
,,16
,,0
,,0
,,0
,,1
,,0
,,14
,,16
,,16
,,0
,,0
,,10
,,3
,,0
,,0
,,0
,,0
,,0
,,12
,,0
,,12
,,3
,,7
,,10
,,0
,,0
,,10
,,0
,,10
,,0
,,0
,,8
,,0
,,8
,,7
,,8
,,0
,,0
,,8
,,4
,,0
,,8
,,8
,,8
,,6
,,8
,,1
,,8
,,0
,,0
,,8
,,0
,,8
,,0
,,0
,,3
,,0
,,0
,,0
,,0
,,0
,,1
,,4
,,4
,,4
,,0
,,3
,,4
,,0
,,4
,,4
,,4
,,3
,,4
,,0
,,4
,,0
,,0
,,0
,,0
,,2
,,0
,,4
,,2
,,2
,,2
,,0
,,2
,,2
,,0
,,2
,,2
,,2
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,1
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,2
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,1
,,3
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,3
,,3
,,0
,,0
,,0
,,0
,,2
,,3
,,0
,,3
,,0
,,0
,,1
,,2
,,1
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,3
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,1
,,1
,,1
,,2
,,1
,,0
,,2
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,0
