Name,Time,Value
,,16
,,0
,,0
,,0
,,0
,,0
,,16
,,7
,,0
,,0
,,7
,,14
,,0
,,0
,,16
,,7
,,0
,,0
,,0
,,12
,,12
,,12
,,12
,,0
,,7
,,0
,,0
,,7
,,0
,,8
,,0
,,0
,,0
,,8
,,1
,,0
,,8
,,0
,,8
,,0
,,0
,,0
,,8
,,0
,,3
,,0
,,0
,,0
,,0
,,8
,,0
,,0
,,8
,,0
,,8
,,8
,,0
,,0
,,4
,,4
,,0
,,4
,,4
,,4
,,1
,,4
,,3
,,0
,,4
,,4
,,0
,,4
,,4
,,3
,,0
,,4
,,4
,,0
Quaran,2013-07-23 12-01-02.798,
,,4
,,4
,,4
,,2
,,0
,,0
,,4
,,4
,,0
,,4
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,0
,,2
,,2
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,3
,,0
,,1
,,0
,,1
,,0
,,0
,,2
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,3
,,0
,,3
,,1
,,0
,,0
,,3
,,0
,,0
,,0
,,1
,,0
,,3
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,1
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,3
,,0
,,0
,,0
,,0
,,0
,,3
,,0
,,0
,,2
,,1
,,0
,,0
,,3
,,0
,,2
,,0
,,0
,,2
,,0
,,0
,,0
,,1
,,1
,,0
,,1
,,0
,,0
,,1
,,0
,,0
,,0
,,1
,,1
,,0
,,0
,,0
,,3
,,0
,,3
,,0
,,2
,,2
,,0
,,3
,,1
,,0
,,0
,,0
,,0
,,0
,,1
,,1
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,3
,,0
,,2
,,0
,,0
,,0
,,2
,,1
,,0
,,0
,,3
,,0
,,1
,,1
,,0
,,0
,,3
,,0
,,2
,,0
,,0
,,0
,,0
,,2
,,1
,,2
,,2
,,0
,,0
,,0
,,2
,,1
,,0
,,0
,,0
,,0
,,2
,,2
,,2
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,2
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,2
,,0
,,1
,,0
,,0
,,2
,,2
,,0
,,1
,,0
,,0
,,2
,,0
,,1
,,1
,,0
,,0
,,0
,,1
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,1
,,2
,,1
,,0
,,4
,,0
,,1
,,0
,,2
,,0
,,2
,,0
,,2
,,2
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,0
,,2
,,2
,,0
,,2
,,0
,,1
,,0
,,2
,,2
,,2
,,1
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,2
,,2
,,0
,,0
,,1
,,2
,,1
,,0
,,2
,,0
,,0
,,2
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,1
,,2
,,2
,,1
,,1
,,0
,,0
,,0
,,2
,,2
,,0
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,2
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,1
,,0
,,1
,,0
,,0
,,1
,,4
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,1
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,1
,,2
,,1
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,1
,,0
,,1
,,2
,,0
,,2
,,2
,,2
,,0
,,0
,,1
,,0
,,0
,,0
,,2
,,0
,,0
,,1
,,2
,,0
,,1
,,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,2
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,1
,,1
,,1
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,2
,,0
,,2
,,0
,,0
,,1
,,1
,,0
,,0
,,2
,,0
,,0
,,0
,,2
,,1
,,0
,,2
,,0
,,0
,,0
,,0
,,1
,,2
,,0
,,0
,,0
,,2
,,1
,,0
,,1
,,0
,,0
,,0
,,2
,,4
,,1
,,0
,,0
,,1
,,0
,,0
,,2
,,1
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,0
,,0
,,0
,,2
,,1
,,1
,,1
,,0
,,2
,,0
,,0
,,0
,,1
,,0
,,0
,,1
,,1
,,1
,,0
,,1
,,0
,,0
,,2
,,1
,,2
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,1
,,0
,,0
,,2
,,2
,,1
,,1
,,2
,,0
,,0
,,1
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,1
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,2
,,2
,,2
,,1
,,0
,,2
,,0
,,0
,,2
,,0
,,0
,,0
,,0
,,2
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,2
,,2
,,1
,,0
,,0
